factor,trade_date,correlation
profit_ttm_to_mkt_cap_ard,2012-02-29,0.07399282137634558
profit_ttm_to_mkt_cap_ard,2012-03-31,-0.0070904691664060351
profit_ttm_to_mkt_cap_ard,2012-04-30,-0.12665037815265473
profit_ttm_to_mkt_cap_ard,2012-05-31,-0.064098251833219044
profit_ttm_to_mkt_cap_ard,2012-06-30,0.052073648126455659
profit_ttm_to_mkt_cap_ard,2012-07-31,0.048520553152905183
profit_ttm_to_mkt_cap_ard,2012-08-31,-0.10421931185320939
profit_ttm_to_mkt_cap_ard,2012-09-30,-0.079169446011662065
profit_ttm_to_mkt_cap_ard,2012-10-31,-0.031568649534826798
profit_ttm_to_mkt_cap_ard,2012-11-30,-0.12681012796518581
profit_ttm_to_mkt_cap_ard,2012-12-31,-0.067077798947666897
profit_ttm_to_mkt_cap_ard,2013-01-31,0.017750425988404352
profit_ttm_to_mkt_cap_ard,2013-02-28,0.036697832278875998
profit_ttm_to_mkt_cap_ard,2013-03-31,0.10058565408200384
profit_ttm_to_mkt_cap_ard,2013-04-30,-0.04109166265600369
profit_ttm_to_mkt_cap_ard,2013-05-31,0.039439131836227936
profit_ttm_to_mkt_cap_ard,2013-06-30,-0.0074493313903740196
profit_ttm_to_mkt_cap_ard,2013-07-31,0.080744303607481666
profit_ttm_to_mkt_cap_ard,2013-08-31,0.017451628261416999
profit_ttm_to_mkt_cap_ard,2013-09-30,0.043191363375409228
profit_ttm_to_mkt_cap_ard,2013-10-31,-0.023181996383325059
profit_ttm_to_mkt_cap_ard,2013-11-30,-0.051597316078569613
profit_ttm_to_mkt_cap_ard,2013-12-31,-0.0079384276537584949
profit_ttm_to_mkt_cap_ard,2014-01-31,-0.0090633693222782023
profit_ttm_to_mkt_cap_ard,2014-02-28,-0.07891712850431612
profit_ttm_to_mkt_cap_ard,2014-03-31,0.062112125735877731
profit_ttm_to_mkt_cap_ard,2014-04-30,-0.0046777152238753478
profit_ttm_to_mkt_cap_ard,2014-05-31,0.011434327836976781
profit_ttm_to_mkt_cap_ard,2014-06-30,-0.0066277803085427588
profit_ttm_to_mkt_cap_ard,2014-07-31,0.094868919599421925
profit_ttm_to_mkt_cap_ard,2014-08-31,0.025735392160243932
profit_ttm_to_mkt_cap_ard,2014-09-30,0.014804811976731492
profit_ttm_to_mkt_cap_ard,2014-10-31,-0.024519577026730209
profit_ttm_to_mkt_cap_ard,2014-11-30,0.0030637467314996547
profit_ttm_to_mkt_cap_ard,2014-12-31,0.011761395894951288
profit_ttm_to_mkt_cap_ard,2015-01-31,0.013600630850877392
profit_ttm_to_mkt_cap_ard,2015-02-28,-0.050891300033256349
profit_ttm_to_mkt_cap_ard,2015-03-31,0.079743192995490084
profit_ttm_to_mkt_cap_ard,2015-04-30,0.0073644542358163494
profit_ttm_to_mkt_cap_ard,2015-05-31,0.042074408138808438
profit_ttm_to_mkt_cap_ard,2015-06-30,0.045214010717686333
profit_ttm_to_mkt_cap_ard,2015-07-31,0.0097090883132228464
profit_ttm_to_mkt_cap_ard,2015-08-31,0.033701970134024352
profit_ttm_to_mkt_cap_ard,2015-09-30,-0.0066059142176850393
profit_ttm_to_mkt_cap_ard,2015-10-31,-0.035327519947387524
profit_ttm_to_mkt_cap_ard,2015-11-30,-0.039294893655603604
profit_ttm_to_mkt_cap_ard,2015-12-31,-0.026725287759166425
profit_ttm_to_mkt_cap_ard,2016-01-31,-0.01488176469502748
profit_ttm_to_mkt_cap_ard,2016-02-29,0.1357446086321753
profit_ttm_to_mkt_cap_ard,2016-03-31,-0.032112236028534046
profit_ttm_to_mkt_cap_ard,2016-04-30,0.13591256481096095
profit_ttm_to_mkt_cap_ard,2016-05-31,-0.088753520157144009
profit_ttm_to_mkt_cap_ard,2016-06-30,0.11928196239381977
profit_ttm_to_mkt_cap_ard,2016-07-31,0.015453309451618562
profit_ttm_to_mkt_cap_ard,2016-08-31,0.005617309750521271
profit_ttm_to_mkt_cap_ard,2016-09-30,0.03521182234430148
profit_ttm_to_mkt_cap_ard,2016-10-31,-0.015007556208741056
profit_ttm_to_mkt_cap_ard,2016-11-30,-0.034713615346564149
profit_ttm_to_mkt_cap_ard,2016-12-31,0.002407633557232097
bps_to_mkt_close,2010-01-31,0.07091446928463585
bps_to_mkt_close,2010-02-28,-0.032420297694942472
bps_to_mkt_close,2010-03-31,0.092679881315407747
bps_to_mkt_close,2010-04-30,0.0082752855085982836
bps_to_mkt_close,2010-05-31,0.079220672496588165
bps_to_mkt_close,2010-06-30,0.045485505255759381
bps_to_mkt_close,2010-07-31,-0.096206137542280218
bps_to_mkt_close,2010-08-31,0.0013518573242812151
bps_to_mkt_close,2010-09-30,-0.062074182419677333
bps_to_mkt_close,2010-10-31,-0.13296315353161553
bps_to_mkt_close,2010-11-30,-0.0017541060572388346
bps_to_mkt_close,2010-12-31,-0.13364284075423946
bps_to_mkt_close,2011-01-31,-0.0095070037031353936
bps_to_mkt_close,2011-02-28,0.064407372571309227
bps_to_mkt_close,2011-03-31,0.029428199276922994
bps_to_mkt_close,2011-04-30,-0.030493744827941316
bps_to_mkt_close,2011-05-31,-0.051028808234443383
bps_to_mkt_close,2011-06-30,-0.048140989383314604
bps_to_mkt_close,2011-07-31,0.053958848487493993
bps_to_mkt_close,2011-08-31,0.081859611224952389
bps_to_mkt_close,2011-09-30,-0.13361004120949832
bps_to_mkt_close,2011-10-31,0.12986415128575049
bps_to_mkt_close,2011-11-30,0.049789498682583339
bps_to_mkt_close,2011-12-31,0.0029027338105388212
bps_to_mkt_close,2012-01-31,-0.081276255119765564
bps_to_mkt_close,2012-02-29,0.10059155996543874
bps_to_mkt_close,2012-03-31,0.089532651086771969
bps_to_mkt_close,2012-04-30,-0.022529460421177649
bps_to_mkt_close,2012-05-31,-0.075630290747140866
bps_to_mkt_close,2012-06-30,0.11056474809553583
bps_to_mkt_close,2012-07-31,0.023439176686279557
bps_to_mkt_close,2012-08-31,-0.015424024584346543
bps_to_mkt_close,2012-09-30,0.047329834219805113
bps_to_mkt_close,2012-10-31,-0.022587030113048634
bps_to_mkt_close,2012-11-30,-0.087533496904712849
bps_to_mkt_close,2012-12-31,0.021596603414624341
bps_to_mkt_close,2013-01-31,-0.011431191243563177
bps_to_mkt_close,2013-02-28,-0.066376575328425766
bps_to_mkt_close,2013-03-31,-0.0074315013999454328
bps_to_mkt_close,2013-04-30,-0.15790076596283931
bps_to_mkt_close,2013-05-31,-0.031536473485224828
bps_to_mkt_close,2013-06-30,-0.064038063353541813
bps_to_mkt_close,2013-07-31,-0.044923424545826637
bps_to_mkt_close,2013-08-31,-0.030601087762526586
bps_to_mkt_close,2013-09-30,-0.054602944991236746
bps_to_mkt_close,2013-10-31,0.0016237798320766594
bps_to_mkt_close,2013-11-30,0.093648419626673973
bps_to_mkt_close,2013-12-31,-0.095066434006358391
bps_to_mkt_close,2014-01-31,0.013393803169571705
bps_to_mkt_close,2014-02-28,0.016246271398636044
bps_to_mkt_close,2014-03-31,0.10023239580211324
bps_to_mkt_close,2014-04-30,0.056510908351076632
bps_to_mkt_close,2014-05-31,0.071646442824925535
bps_to_mkt_close,2014-06-30,0.0054767316927982965
bps_to_mkt_close,2014-07-31,0.18582089184941722
bps_to_mkt_close,2014-08-31,-0.083802794065555547
bps_to_mkt_close,2014-09-30,-0.036187544486351572
bps_to_mkt_close,2014-10-31,0.066680944046649371
bps_to_mkt_close,2014-11-30,0.01251908107604568
bps_to_mkt_close,2014-12-31,-0.010361285555124645
bps_to_mkt_close,2015-01-31,-0.024309977847418982
bps_to_mkt_close,2015-02-28,-0.066406986272202498
bps_to_mkt_close,2015-03-31,0.097652457346696878
bps_to_mkt_close,2015-04-30,-0.070013079738065018
bps_to_mkt_close,2015-05-31,0.099633648362046565
bps_to_mkt_close,2015-06-30,-0.051005234909667803
bps_to_mkt_close,2015-07-31,-0.08170946202664682
bps_to_mkt_close,2015-08-31,0.049334494362506656
bps_to_mkt_close,2015-09-30,-0.054604734792341895
bps_to_mkt_close,2015-10-31,0.05769733028278002
bps_to_mkt_close,2015-11-30,-0.13292015900044052
bps_to_mkt_close,2015-12-31,-0.032456666119242784
bps_to_mkt_close,2016-01-31,-0.09981471868480897
bps_to_mkt_close,2016-02-29,0.093061242679777972
bps_to_mkt_close,2016-03-31,0.16477325494523537
bps_to_mkt_close,2016-04-30,-0.017317736282485986
bps_to_mkt_close,2016-05-31,-0.018888492253659749
bps_to_mkt_close,2016-06-30,0.011013962208243118
bps_to_mkt_close,2016-07-31,0.091831095439143681
bps_to_mkt_close,2016-08-31,-0.038397727448022792
bps_to_mkt_close,2016-09-30,0.074054040643792757
bps_to_mkt_close,2016-10-31,-7.6053152064944023e-05
bps_to_mkt_close,2016-11-30,-0.020899454304987859
bps_to_mkt_close,2016-12-31,0.075449749051566539
or_ttm_to_mkt_cap_ard,2010-01-31,-0.017872364985966987
or_ttm_to_mkt_cap_ard,2010-02-28,-0.08938449473837172
or_ttm_to_mkt_cap_ard,2010-03-31,-0.11465405793172839
or_ttm_to_mkt_cap_ard,2010-04-30,0.10830118245371649
or_ttm_to_mkt_cap_ard,2010-05-31,0.049261672863676255
or_ttm_to_mkt_cap_ard,2010-06-30,0.0043595870515829834
or_ttm_to_mkt_cap_ard,2010-07-31,-0.049850242614844768
or_ttm_to_mkt_cap_ard,2010-08-31,0.0022586159415613019
or_ttm_to_mkt_cap_ard,2010-09-30,0.024269486090860097
or_ttm_to_mkt_cap_ard,2010-10-31,0.030028527794853006
or_ttm_to_mkt_cap_ard,2010-11-30,-0.088591163486472654
or_ttm_to_mkt_cap_ard,2010-12-31,0.088304411563082039
or_ttm_to_mkt_cap_ard,2011-01-31,0.027847951418211139
or_ttm_to_mkt_cap_ard,2011-02-28,0.10401045248992997
or_ttm_to_mkt_cap_ard,2011-03-31,0.044854041399061913
or_ttm_to_mkt_cap_ard,2011-04-30,-0.033465027348947414
or_ttm_to_mkt_cap_ard,2011-05-31,0.023145303342573049
or_ttm_to_mkt_cap_ard,2011-06-30,0.01523431788158473
or_ttm_to_mkt_cap_ard,2011-07-31,-0.023472001296241281
or_ttm_to_mkt_cap_ard,2011-08-31,-0.047809316389076387
or_ttm_to_mkt_cap_ard,2011-09-30,-0.057975666562426476
or_ttm_to_mkt_cap_ard,2011-10-31,-0.023954579629989894
or_ttm_to_mkt_cap_ard,2011-11-30,-0.0038374430112648131
or_ttm_to_mkt_cap_ard,2011-12-31,-0.031171449750299379
or_ttm_to_mkt_cap_ard,2012-01-31,-0.021733808454304716
or_ttm_to_mkt_cap_ard,2012-02-29,0.12182569840350294
or_ttm_to_mkt_cap_ard,2012-03-31,-0.021096538695869662
or_ttm_to_mkt_cap_ard,2012-04-30,-0.074724031525556192
or_ttm_to_mkt_cap_ard,2012-05-31,-0.10492956325375864
or_ttm_to_mkt_cap_ard,2012-06-30,0.024885290890585065
or_ttm_to_mkt_cap_ard,2012-07-31,0.028926506133020873
or_ttm_to_mkt_cap_ard,2012-08-31,-0.095118712109204903
or_ttm_to_mkt_cap_ard,2012-09-30,0.023735480591538523
or_ttm_to_mkt_cap_ard,2012-10-31,-0.028507955349971151
or_ttm_to_mkt_cap_ard,2012-11-30,-0.028748019051702881
or_ttm_to_mkt_cap_ard,2012-12-31,0.11560762368028089
or_ttm_to_mkt_cap_ard,2013-01-31,-0.017813944979904343
or_ttm_to_mkt_cap_ard,2013-02-28,0.065225306716127737
or_ttm_to_mkt_cap_ard,2013-03-31,0.0062811911578954565
or_ttm_to_mkt_cap_ard,2013-04-30,-0.092642883295812106
or_ttm_to_mkt_cap_ard,2013-05-31,0.033507234927421907
or_ttm_to_mkt_cap_ard,2013-06-30,-0.038376548998026117
or_ttm_to_mkt_cap_ard,2013-07-31,-0.069229231487529436
or_ttm_to_mkt_cap_ard,2013-08-31,0.050203207247477288
or_ttm_to_mkt_cap_ard,2013-09-30,-0.025901151439637428
or_ttm_to_mkt_cap_ard,2013-10-31,-0.017961075535090208
or_ttm_to_mkt_cap_ard,2013-11-30,-0.040033654948720548
or_ttm_to_mkt_cap_ard,2013-12-31,-0.027387766995810772
or_ttm_to_mkt_cap_ard,2014-01-31,-0.11526835795047341
or_ttm_to_mkt_cap_ard,2014-02-28,-0.008721959023887926
or_ttm_to_mkt_cap_ard,2014-03-31,0.10411685915583307
or_ttm_to_mkt_cap_ard,2014-04-30,0.021887372004372574
or_ttm_to_mkt_cap_ard,2014-05-31,-0.031891891580643539
or_ttm_to_mkt_cap_ard,2014-06-30,0.008229095496931042
or_ttm_to_mkt_cap_ard,2014-07-31,0.097262841330470404
or_ttm_to_mkt_cap_ard,2014-08-31,-0.042821752226017508
or_ttm_to_mkt_cap_ard,2014-09-30,-0.022743699260404086
or_ttm_to_mkt_cap_ard,2014-10-31,-0.022204919078229829
or_ttm_to_mkt_cap_ard,2014-11-30,0.015227405208001327
or_ttm_to_mkt_cap_ard,2014-12-31,-0.003235691796788493
or_ttm_to_mkt_cap_ard,2015-01-31,-0.036022352609253405
or_ttm_to_mkt_cap_ard,2015-02-28,-0.057790932340313003
or_ttm_to_mkt_cap_ard,2015-03-31,0.079434927130154015
or_ttm_to_mkt_cap_ard,2015-04-30,0.031022202654625283
or_ttm_to_mkt_cap_ard,2015-05-31,0.059168407237770566
or_ttm_to_mkt_cap_ard,2015-06-30,0.013121400884862819
or_ttm_to_mkt_cap_ard,2015-07-31,0.038739847420654699
or_ttm_to_mkt_cap_ard,2015-08-31,0.026898046744828291
or_ttm_to_mkt_cap_ard,2015-09-30,-0.0094610551392119418
or_ttm_to_mkt_cap_ard,2015-10-31,-0.010507483287421415
or_ttm_to_mkt_cap_ard,2015-11-30,-0.024844684862571843
or_ttm_to_mkt_cap_ard,2015-12-31,-0.16160874861563068
or_ttm_to_mkt_cap_ard,2016-01-31,0.074830926083623947
or_ttm_to_mkt_cap_ard,2016-02-29,0.074621365872340181
or_ttm_to_mkt_cap_ard,2016-03-31,0.054691265237208818
or_ttm_to_mkt_cap_ard,2016-04-30,0.059218873306030428
or_ttm_to_mkt_cap_ard,2016-05-31,-0.091553379261934492
or_ttm_to_mkt_cap_ard,2016-06-30,0.0097898048193661123
or_ttm_to_mkt_cap_ard,2016-07-31,-0.072900279274739591
or_ttm_to_mkt_cap_ard,2016-08-31,0.15171839685270358
or_ttm_to_mkt_cap_ard,2016-09-30,0.037739828934429155
or_ttm_to_mkt_cap_ard,2016-10-31,-0.12762520840191385
or_ttm_to_mkt_cap_ard,2016-11-30,-0.099211003697162542
or_ttm_to_mkt_cap_ard,2016-12-31,-0.036785068661993853
fcff_to_mkt_cap_ard,2010-01-31,0.021157631067415885
fcff_to_mkt_cap_ard,2010-02-28,0.010498931795345317
fcff_to_mkt_cap_ard,2010-03-31,0.064020606927402399
fcff_to_mkt_cap_ard,2010-04-30,0.036193098109704343
fcff_to_mkt_cap_ard,2010-05-31,0.095093312578328787
fcff_to_mkt_cap_ard,2010-06-30,-0.023889444693640901
fcff_to_mkt_cap_ard,2010-07-31,0.218431907908372
fcff_to_mkt_cap_ard,2010-08-31,0.011729390923835029
fcff_to_mkt_cap_ard,2010-09-30,0.071724681373390442
fcff_to_mkt_cap_ard,2010-10-31,-0.00057077252483041425
fcff_to_mkt_cap_ard,2010-11-30,-0.065822317757912044
fcff_to_mkt_cap_ard,2010-12-31,0.12297572809388752
fcff_to_mkt_cap_ard,2011-01-31,0.042344702838371502
fcff_to_mkt_cap_ard,2011-02-28,0.068432740662654271
fcff_to_mkt_cap_ard,2011-03-31,-0.24422618827991069
fcff_to_mkt_cap_ard,2011-04-30,0.0021291373243572595
fcff_to_mkt_cap_ard,2011-05-31,-0.028722618341734656
fcff_to_mkt_cap_ard,2011-06-30,-0.0148597332693651
fcff_to_mkt_cap_ard,2011-07-31,0.050297944958829811
fcff_to_mkt_cap_ard,2011-08-31,0.010228654586573223
fcff_to_mkt_cap_ard,2011-09-30,0.085335334136211291
fcff_to_mkt_cap_ard,2011-10-31,0.080210510827841613
fcff_to_mkt_cap_ard,2011-11-30,0.065658017008754038
fcff_to_mkt_cap_ard,2011-12-31,-0.087642723666139413
fcff_to_mkt_cap_ard,2012-01-31,-0.018797911728761541
fcff_to_mkt_cap_ard,2012-02-29,-0.05074282458706289
fcff_to_mkt_cap_ard,2012-03-31,-0.048263219004023659
fcff_to_mkt_cap_ard,2012-04-30,-0.025428585932089843
fcff_to_mkt_cap_ard,2012-05-31,0.044065487278810496
fcff_to_mkt_cap_ard,2012-06-30,-0.11992527464299628
fcff_to_mkt_cap_ard,2012-07-31,-0.064093834465723087
fcff_to_mkt_cap_ard,2012-08-31,0.070320983888714897
fcff_to_mkt_cap_ard,2012-09-30,-0.018796889345750939
fcff_to_mkt_cap_ard,2012-10-31,0.061035380328958777
fcff_to_mkt_cap_ard,2012-11-30,0.070937595046652605
fcff_to_mkt_cap_ard,2012-12-31,0.12799091068233148
fcff_to_mkt_cap_ard,2013-01-31,-0.022614652811264783
fcff_to_mkt_cap_ard,2013-02-28,-0.11262743211037249
fcff_to_mkt_cap_ard,2013-03-31,0.0055122514954162307
fcff_to_mkt_cap_ard,2013-04-30,0.060947103609274189
fcff_to_mkt_cap_ard,2013-05-31,0.021367533637855748
fcff_to_mkt_cap_ard,2013-06-30,-0.089888221500621174
fcff_to_mkt_cap_ard,2013-07-31,-0.11150116440871574
fcff_to_mkt_cap_ard,2013-08-31,0.028687854728889468
fcff_to_mkt_cap_ard,2013-09-30,0.040881533577043196
fcff_to_mkt_cap_ard,2013-10-31,-0.01894230757067537
fcff_to_mkt_cap_ard,2013-11-30,-0.029970088767221743
fcff_to_mkt_cap_ard,2013-12-31,-0.016817723456469424
fcff_to_mkt_cap_ard,2014-01-31,-0.027346441877121101
fcff_to_mkt_cap_ard,2014-02-28,0.044459715589421189
fcff_to_mkt_cap_ard,2014-03-31,0.058014360049885631
fcff_to_mkt_cap_ard,2014-04-30,-0.010719171845778282
fcff_to_mkt_cap_ard,2014-05-31,-0.082059614657288782
fcff_to_mkt_cap_ard,2014-06-30,0.043686020368758995
fcff_to_mkt_cap_ard,2014-07-31,-0.0046748851027347557
fcff_to_mkt_cap_ard,2014-08-31,-0.087133557895395272
fcff_to_mkt_cap_ard,2014-09-30,0.016365849797770574
fcff_to_mkt_cap_ard,2014-10-31,-0.042813550758122716
fcff_to_mkt_cap_ard,2014-11-30,0.042841685616728784
fcff_to_mkt_cap_ard,2014-12-31,0.025748932877038649
fcff_to_mkt_cap_ard,2015-01-31,-0.032113804224216412
fcff_to_mkt_cap_ard,2015-02-28,0.013151210841459029
fcff_to_mkt_cap_ard,2015-03-31,0.028070794959660056
fcff_to_mkt_cap_ard,2015-04-30,-0.0089825196633657057
fcff_to_mkt_cap_ard,2015-05-31,0.11763450019880221
fcff_to_mkt_cap_ard,2015-06-30,0.0021759225601203167
fcff_to_mkt_cap_ard,2015-07-31,0.097452281626934797
fcff_to_mkt_cap_ard,2015-08-31,-0.056805991786698068
fcff_to_mkt_cap_ard,2015-09-30,0.017237201641155189
fcff_to_mkt_cap_ard,2015-10-31,0.012745885034057616
fcff_to_mkt_cap_ard,2015-11-30,0.0024639277611103764
fcff_to_mkt_cap_ard,2015-12-31,0.040882048641147618
fcff_to_mkt_cap_ard,2016-01-31,0.0025841136283453543
fcff_to_mkt_cap_ard,2016-02-29,-0.023958242961135731
fcff_to_mkt_cap_ard,2016-03-31,-0.1363940137254758
fcff_to_mkt_cap_ard,2016-04-30,0.056691525015246526
fcff_to_mkt_cap_ard,2016-05-31,-0.023618627108513028
fcff_to_mkt_cap_ard,2016-06-30,0.037060553992947581
fcff_to_mkt_cap_ard,2016-07-31,0.17911991565592544
fcff_to_mkt_cap_ard,2016-08-31,-0.10037779594843274
fcff_to_mkt_cap_ard,2016-09-30,0.067550541483271567
fcff_to_mkt_cap_ard,2016-10-31,0.012115548540019221
fcff_to_mkt_cap_ard,2016-11-30,-0.034198591465543819
fcff_to_mkt_cap_ard,2016-12-31,0.11678318418940478
cfps_ttm_to_mkt_cap_ard,2010-01-31,-0.0043031964840248467
cfps_ttm_to_mkt_cap_ard,2010-02-28,-0.0018350952319228515
cfps_ttm_to_mkt_cap_ard,2010-03-31,0.14876208187322584
cfps_ttm_to_mkt_cap_ard,2010-04-30,0.063029886623931081
cfps_ttm_to_mkt_cap_ard,2010-05-31,-0.0608747293563799
cfps_ttm_to_mkt_cap_ard,2010-06-30,0.051367025221538042
cfps_ttm_to_mkt_cap_ard,2010-07-31,-0.087962624677061993
cfps_ttm_to_mkt_cap_ard,2010-08-31,-0.05882479296051174
cfps_ttm_to_mkt_cap_ard,2010-09-30,-0.088608742131354376
cfps_ttm_to_mkt_cap_ard,2010-10-31,-0.069586268749032523
cfps_ttm_to_mkt_cap_ard,2010-11-30,0.12869328605977437
cfps_ttm_to_mkt_cap_ard,2010-12-31,-0.087378019225201095
cfps_ttm_to_mkt_cap_ard,2011-01-31,-0.10812238998180865
cfps_ttm_to_mkt_cap_ard,2011-02-28,0.02575458030722947
cfps_ttm_to_mkt_cap_ard,2011-03-31,-0.04705134641855193
cfps_ttm_to_mkt_cap_ard,2011-04-30,-0.0029499342274791757
cfps_ttm_to_mkt_cap_ard,2011-05-31,-0.0031928792508954251
cfps_ttm_to_mkt_cap_ard,2011-06-30,-0.016852885844745237
cfps_ttm_to_mkt_cap_ard,2011-07-31,0.090116754391803999
cfps_ttm_to_mkt_cap_ard,2011-08-31,0.044716333883681222
cfps_ttm_to_mkt_cap_ard,2011-09-30,-0.014139802974205102
cfps_ttm_to_mkt_cap_ard,2011-10-31,-0.13155258317317767
cfps_ttm_to_mkt_cap_ard,2011-11-30,0.064009910226270228
cfps_ttm_to_mkt_cap_ard,2011-12-31,0.098334556945784399
cfps_ttm_to_mkt_cap_ard,2012-01-31,-0.011039046557721666
cfps_ttm_to_mkt_cap_ard,2012-02-29,0.04386132223901696
cfps_ttm_to_mkt_cap_ard,2012-03-31,0.033061426677680292
cfps_ttm_to_mkt_cap_ard,2012-04-30,0.058762881137319978
cfps_ttm_to_mkt_cap_ard,2012-05-31,-0.043789793638677847
cfps_ttm_to_mkt_cap_ard,2012-06-30,-0.032474151781935523
cfps_ttm_to_mkt_cap_ard,2012-07-31,0.022181105153654606
cfps_ttm_to_mkt_cap_ard,2012-08-31,-0.13809107292703224
cfps_ttm_to_mkt_cap_ard,2012-09-30,-0.0064012967998331649
cfps_ttm_to_mkt_cap_ard,2012-10-31,0.09018148644167219
cfps_ttm_to_mkt_cap_ard,2012-11-30,-0.0040507245022839066
cfps_ttm_to_mkt_cap_ard,2012-12-31,-0.023121710230780707
cfps_ttm_to_mkt_cap_ard,2013-01-31,0.073348058374116759
cfps_ttm_to_mkt_cap_ard,2013-02-28,-0.12370609388293016
cfps_ttm_to_mkt_cap_ard,2013-03-31,-0.043488243296912449
